ingest_run_id,incident_id,place_id,adm1,adm2,adm3,score,method,matched_text_norm,matched_tokens,rn,title,url
20251214165627,0b8c7caa58e7f1f5a3c166aeee57c735bd737b6f,021205,ANCASH,HUAYLAS,MATO,0.6,ngram_1_body,mato,1,1,Autoridades carcelarias de Perú estabilizan a reo holandés hallado colgado de cuerda en su celda,https://www.mcall.com/2025/12/13/autoridades-carcelarias-de-per-estabilizan-a-reo-holands-hallado-colgado-de-cuerda-en-su-celda/
20251214165627,0b8c7caa58e7f1f5a3c166aeee57c735bd737b6f,081004,CUSCO,PARURO,COLCHA,0.6,ngram_1_body,colcha,1,2,Autoridades carcelarias de Perú estabilizan a reo holandés hallado colgado de cuerda en su celda,https://www.mcall.com/2025/12/13/autoridades-carcelarias-de-per-estabilizan-a-reo-holands-hallado-colgado-de-cuerda-en-su-celda/
20251214165627,751f76958b7864024a6a30c894d012457ccf972f,040406,AREQUIPA,CASTILLA,CHOCO,0.6,ngram_1_body,choco,1,1,Huancayo: 'Loco del volante' mata a peatón y fuga raudo de la escena,https://diariocorreo.pe/edicion/huancayo-loco-del-volante-mata-a-peaton-y-fuga-raudo-de-la-escena-noticia/
20251214165627,751f76958b7864024a6a30c894d012457ccf972f,120101,JUNIN,HUANCAYO,HUANCAYO,0.6,ngram_1_title,huancayo,1,2,Huancayo: 'Loco del volante' mata a peatón y fuga raudo de la escena,https://diariocorreo.pe/edicion/huancayo-loco-del-volante-mata-a-peaton-y-fuga-raudo-de-la-escena-noticia/
20251214165627,8e1db657eeaf15f7ce72e9216602139a6fb79ccb,150101,LIMA,LIMA,LIMA,0.6,ngram_1_body,lima,1,1,Asesinan a payaso al acudir a dar un show; el evento era falso,https://www.yucatan.com.mx/general/2025/12/13/asesinan-al-payaso-tuki-tuki-tras-acudir-a-un-supuesto-show.html
20251214165627,8e1db657eeaf15f7ce72e9216602139a6fb79ccb,150801,LIMA,HUAURA,HUACHO,0.6,ngram_1_body,huacho,1,2,Asesinan a payaso al acudir a dar un show; el evento era falso,https://www.yucatan.com.mx/general/2025/12/13/asesinan-al-payaso-tuki-tuki-tras-acudir-a-un-supuesto-show.html
20251214165627,a66fc47a72b9f70309ba52ecf7d87747c4fc38c9,010107,AMAZONAS,CHACHAPOYAS,GRANADA,0.6,ngram_1_body,granada,1,1,Tuki Tuki Banda Show: Payaso es asesinado tras ser engañado con falsa fiesta infantil,https://www.elimparcial.com/espectaculos/2025/12/14/tuki-tuki-banda-show-payaso-es-asesinado-tras-ser-enganado-con-falsa-fiesta-infantil/
20251214165627,a66fc47a72b9f70309ba52ecf7d87747c4fc38c9,150101,LIMA,LIMA,LIMA,0.6,ngram_1_body,lima,1,2,Tuki Tuki Banda Show: Payaso es asesinado tras ser engañado con falsa fiesta infantil,https://www.elimparcial.com/espectaculos/2025/12/14/tuki-tuki-banda-show-payaso-es-asesinado-tras-ser-enganado-con-falsa-fiesta-infantil/
